Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000016154	5.929730930946236e-4	0.04173023998797831	0.24302888626628139	17	37792617	37795865	-1	protein_coding	zfp36l1a	zinc finger protein 36, C3H type-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9860]	716	904	1046	974	943	1035	1038	1324	791	1126	1039	789.1006110815968	850.68873865158	871.1464851635627	978.2054671106541	866.2848393858898	1026.3035252121706	1045.7664133249718	1140.2263242924607	875.6843854841843	1144.510715629249	951.0195265785027
ENSDARG00000076563	6.007459190051667e-4	0.04206204909083687	-0.2991098006565292	14	45565891	45573222	1	protein_coding	rarres3l	retinoic acid receptor responder 3-like [Source:ZFIN;Acc:ZDB-GENE-040718-368]	187	209	231	168	200	165	148	168	126	154	185	206.09191937466284	196.67471944488963	192.3851224405191	168.72537831066722	183.7295523618006	163.61360546860692	149.10734987677827	144.68128586188325	139.48954813022405	156.5316609297552	169.33456440521942
ENSDARG00000062489	6.015817250205319e-4	0.04206204909083687	-0.18689284754385446	13	17751866	18011208	-1	protein_coding	march8	membrane-associated ring finger (C3HC4) 8 [Source:ZFIN;Acc:ZDB-GENE-080204-8]	462	605	613	547	623	467	476	548	439	476	519	509.1682713962258	569.3215562878383	510.5284850910745	549.3617972377082	572.3175556070088	463.07608335660257	479.5614766307193	471.9365753113811	485.9992986441933	483.82513378287973	475.0521023043724
ENSDARG00000075612	6.23794401502733e-4	0.04347444530473079	0.244350518507449	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]	219	312	352	258	281	309	340	353	287	303	371	241.35898579171743	293.6005381186869	293.15828181412434	259.11397383423895	258.1400210683298	306.4036611503002	342.5439118790852	304.00293993598086	317.7261929632881	307.9811250760768	339.58445078019685
ENSDARG00000096786	6.341295572936245e-4	0.044016589277285474	-0.8317095190756336	12	30550721	30558694	-1	protein_coding	si:ch211-28p3.3	si:ch211-28p3.3 [Source:ZFIN;Acc:ZDB-GENE-130603-7]	31	30	44	23	33	10	14	28	10	26	18	34.164970591521644	28.230820972950664	36.64478522676554	23.099307744912775	30.315376139697094	9.91597608900648	14.104749312668215	24.11354764364721	11.07059905795429	26.427423273854775	16.475795455642974
ENSDARG00000068275	6.374913156716426e-4	0.044016589277285474	0.44077238147680065	18	41364437	41375120	-1	protein_coding	ptx3a	pentraxin 3, long a [Source:ZFIN;Acc:ZDB-GENE-030131-8720]	221	222	406	299	297	415	355	485	286	358	388	243.56317744278334	208.9080751998349	338.13142731970026	300.2910006838661	272.83838525727384	411.5130076937689	357.65614328551544	417.6810931131748	316.61913305749266	363.8852896938465	355.14492426608183
ENSDARG00000006314	6.388577800842793e-4	0.044016589277285474	0.294005532557212	9	11597500	11655031	-1	protein_coding	itgav	integrin, alpha V [Source:ZFIN;Acc:ZDB-GENE-060616-382]	1330	1564	2095	1890	1826	2341	1914	2664	1403	2065	2132	1465.787447958832	1471.7668000564945	1744.7914784107686	1898.1605059950064	1677.4508130632394	2321.3300024364166	1928.3207274604974	2294.231818667006	1553.2050478309868	2098.947271558081	1951.4664395239342
ENSDARG00000044532	6.397227046085461e-4	0.044016589277285474	-0.3444990408495679	6	12462079	12466550	1	protein_coding	nr4a2b	nuclear receptor subfamily 4, group A, member 2b [Source:ZFIN;Acc:ZDB-GENE-040718-103]	212	250	302	198	254	146	204	195	155	199	217	233.64431501298674	235.25684144125555	251.5164804200726	198.8549101518578	233.33653149948674	144.7732508994946	205.52634712745112	167.9336353754002	171.59428539829148	202.2714319806577	198.62486743747363
ENSDARG00000041051	6.433743470375952e-4	0.044121821848122626	-0.29105515519871134	9	30263188	30264415	-1	protein_coding	mid1ip1a	MID1 interacting protein 1a [Source:NCBI gene;Acc:30600]	705	803	1134	844	828	702	583	845	714	527	734	776.9775570007342	755.6449747093128	944.4360556170938	847.6441624654949	760.6403467778543	696.1015214482549	587.362060663255	727.7124199600676	790.4407727379363	535.6635409739025	671.84632580233006
ENSDARG00000076754	6.453365287668018e-4	0.044121821848122626	-0.22236929324325627	6	37529383	37600648	1	protein_coding	slc9a7	solute carrier family 9 member 7 [Source:ZFIN;Acc:ZDB-GENE-050913-8]	490	628	642	507	614	430	491	499	427	509	524	540.0269545111486	590.965185700434	534.6807298996246	509.1890881161208	564.0497257507278	426.3869718272786	494.67370803714954	429.73786693499846	472.71457977464814	517.3676325535415	479.6287121531621
ENSDARG00000033170	6.569594349467612e-4	0.04477479051111916	0.33392266436760015	12	630295	645972	-1	protein_coding	sult2st1	sulfotransferase family 2, cytosolic sulfotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030219-114]	167	163	215	146	185	213	197	256	241	173	207	184.05000286400372	153.3874606196986	179.05974599442254	146.63038829379414	169.94983593466554	211.210290695838	198.47397247111704	220.4667213133459	266.8014372966984	175.84400870680292	189.4716477398942
ENSDARG00000103129	6.657658561331638e-4	0.04523229975395284	0.27352104236878017	11	44548209	44603789	1	protein_coding	nid1b	nidogen 1b [Source:ZFIN;Acc:ZDB-GENE-070802-3]	416	490	703	548	585	641	628	789	520	637	648	458.4718634217098	461.10340922486085	585.4837276003676	550.3661149657479	537.4089406582667	635.6140673053153	632.6987548825456	679.4853246727731	575.6711510136231	647.4718702094419	593.128636403147
ENSDARG00000061974	6.680326357423144e-4	0.04524402851163857	0.380693491116687	19	12234975	12291981	1	protein_coding	grhl2b	grainyhead-like transcription factor 2b [Source:ZFIN;Acc:ZDB-GENE-060503-719]	86	124	131	116	146	162	140	211	119	142	145	94.78024099583425	116.68739335486275	109.10151965241559	116.50085645260357	134.12257322411443	160.63881264190496	141.04749312668216	181.7128054574843	131.74012878965604	144.33438864951452	132.72168561490173
ENSDARG00000079266	6.776307565371993e-4	0.045732576920359216	0.5706969624276869	1	26701610	26702992	-1	protein_coding	foxe1	forkhead box E1 [Source:ZFIN;Acc:ZDB-GENE-061116-1]	60	41	85	44	43	75	62	92	77	80	87	66.12574953197738	38.582121996365906	70.79106236988798	44.18998003374618	39.501853757787124	74.3698206675486	62.463889813244954	79.23022797198368	85.24361274624803	81.31514853493776	79.63301136894103
ENSDARG00000039483	6.794796200618055e-4	0.045732576920359216	-0.22421322409685931	13	25428677	25438298	1	protein_coding	si:dkey-51a16.9	si:dkey-51a16.9 [Source:ZFIN;Acc:ZDB-GENE-030616-560]	458	492	558	461	469	367	419	429	394	368	463	504.759888094094	462.9854639563909	464.7225035576176	462.99047262629523	430.84580028842237	363.9163224665378	422.13499728628443	369.45399782588044	436.181602883399	374.0496832607137	423.7940719979276
ENSDARG00000017741	6.916122869151269e-4	0.04640460701491093	0.18872725033330345	14	25923373	25935167	-1	protein_coding	g3bp1	GTPase activating protein (SH3 domain) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7452]	782	944	1076	902	955	964	982	1078	1072	968	1117	861.8389355667719	888.3298332821809	896.1315659999938	905.8945906917967	877.3086125275978	955.9000949802246	989.3474160742991	928.3715842804176	1186.7682190126998	983.913297272747	1022.4146402196222
ENSDARG00000041294	7.004633582834717e-4	0.046852974785493516	-0.4551019466343049	3	62161184	62169060	1	protein_coding	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9700]	78	106	96	89	114	84	70	71	57	52	78	85.96347439157059	99.74890077109235	79.95225867657936	89.38427779553204	104.72584484622632	83.29419914765442	70.52374656334108	61.14506723924828	63.10241463033945	52.85484654770955	71.39511364111955
ENSDARG00000020467	7.104680896413281e-4	0.04737550332315091	-0.18040314728451068	22	15695746	15704710	-1	protein_coding	safb	scaffold attachment factor B [Source:ZFIN;Acc:ZDB-GENE-030131-698]	2002	2509	2424	2056	2342	1978	1798	2241	1924	1761	1986	2206.3958427169787	2361.0376607044404	2018.7945315836291	2064.8772488495943	2151.4730581566846	1961.3800704054815	1811.4528045841037	1929.9450096219068	2129.983258750405	1789.9497071253177	1817.8294319392746
ENSDARG00000036279	7.248767379754398e-4	0.048161663685878396	0.2700254016156845	2	35880600	35979178	1	protein_coding	lamc1	laminin, gamma 1 [Source:NCBI gene;Acc:286832]	1701	1856	2656	2324	2238	2678	2486	2962	1880	2689	2478	1874.6649992315588	1746.5467908598812	2212.012490052029	2334.03439996423	2055.9336909285485	2655.498396635935	2504.60048509237	2550.8688614458224	2081.2726228954066	2733.2054301305957	2268.1678410601826
ENSDARG00000063631	7.267161472620392e-4	0.048161663685878396	0.30090911618308	13	353175	377256	-1	protein_coding	VIT	si:ch1073-291c23.1 [Source:ZFIN;Acc:ZDB-GENE-050208-114]	544	592	817	681	637	838	676	1002	602	756	852	599.5401290899282	557.0882005328931	680.4270347788057	683.9403727950261	585.1786242723348	830.958796258743	681.0578953831224	862.9205263905179	666.4500632888482	768.4281536551619	779.8543182337673
ENSDARG00000045946	7.448802147309467e-4	0.049046726761426115	0.3119258447194262	7	69905307	69951096	1	protein_coding	sec24d	SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]	379	410	458	442	468	577	581	557	396	462	567	417.69431787699045	385.8212199636591	381.4389007695141	443.9084357935412	429.9271525266133	572.1518203356738	585.347096475731	479.6873584825534	438.39572269498984	469.5949827892656	518.9875568527536
ENSDARG00000076945	7.464883182880178e-4	0.049046726761426115	0.42053022739703655	20	7327627	7350653	1	processed_transcript	dsg2.1	desmoglein 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7531]	781	1076	1475	1196	893	1646	1183	2049	1176	1252	1165	860.7368397412389	1012.5454455631639	1228.4331411245269	1201.1640027354645	820.3524512954396	1632.1696642504664	1191.8513169204641	1764.5949686368974	1301.9024492154244	1272.582074571776	1066.3500947680036
ENSDARG00000056922	7.468814211760793e-4	0.049046726761426115	0.3182848122199501	17	22956427	23116523	1	protein_coding	ltbp1	latent transforming growth factor beta binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-091202-8]	245	308	407	349	344	434	392	478	291	391	422	270.0134772555743	289.83642865562683	338.96426334758127	350.5068870858504	316.014830062297	430.3533622628812	394.93298075471	411.65270620226306	322.15443258646985	397.42778846450835	386.2658712378519
ENSDARG00000017444	7.49948340092088e-4	0.049065015453540424	-0.1706542639538958	25	7954140	7974494	-1	protein_coding	hal	histidine ammonia-lyase [Source:ZFIN;Acc:ZDB-GENE-070410-5]	762	942	1182	878	1020	854	805	864	758	803	857	839.7970190561127	886.4477785506508	984.4121849553835	881.7909652188442	937.0207170451829	846.8243580011533	811.0230854784223	744.0751844325424	839.1514085929351	816.2008034194379	784.4309280825571
ENSDARG00000017427	7.51701926180138e-4	0.049065015453540424	-0.22218613492023817	16	31601181	31622805	-1	protein_coding	phf20l1	PHD finger protein 20 like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5837]	385	430	526	371	459	374	338	450	298	329	388	424.3068928301882	404.6417672789595	438.0717506654245	372.60187710272345	421.6593226703323	370.85750572884234	340.5289476915612	387.53915855861584	329.9038519270378	334.40854834993155	355.14492426608183
ENSDARG00000058953	7.599507305423988e-4	0.049360700511649036	0.2910437688009155	6	7322587	7390458	1	protein_coding	abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-511]	209	251	254	240	299	275	310	361	263	290	295	230.33802753638787	236.19786880702054	211.54035108178292	241.03625472952461	274.67568078089187	272.6893424476782	312.31944906622476	310.8925249770229	291.1567552241978	294.7674134391494	270.01998107859316
ENSDARG00000002670	7.608013547965346e-4	0.049360700511649036	-0.19616548886003152	17	10748366	10766679	1	protein_coding	ATG14	zgc:113944 [Source:ZFIN;Acc:ZDB-GENE-050913-155]	458	581	617	483	579	431	458	496	414	453	517	504.759888094094	546.7368995094779	513.8598292025987	485.0854626431683	531.8970540874127	427.37856943617925	461.426798943003	427.1542725446077	458.32280099930756	460.4470285790851	473.22145836485646
ENSDARG00000063309	7.638631878245509e-4	0.04941097057769288	0.18278244324779105	10	15815865	15879569	-1	protein_coding	tjp2a	tight junction protein 2a (zona occludens 2) [Source:ZFIN;Acc:ZDB-GENE-070925-2]	576	676	844	740	771	843	763	978	646	744	815	634.8071955069828	636.134499257155	702.9136075315936	743.1951187493676	708.2774243547412	835.9167843032462	768.7088375404177	842.2517712673917	715.1606991438471	756.2308813749212	745.9874053527235
ENSDARG00000075521	7.68787184194336e-4	0.04947398453744551	0.5406958117683087	1	40801448	40818900	1	protein_coding	cpz	carboxypeptidase Z [Source:ZFIN;Acc:ZDB-GENE-090313-267]	48	79	105	71	83	109	110	144	70	114	107	52.900599625581904	74.34116189543674	87.44778292750868	71.3065586908177	76.24776423014724	108.08413937017063	110.82303031382169	124.01253073875706	77.49419340568002	115.87408666228632	97.93945076409989
ENSDARG00000017251	7.742923760981939e-4	0.04947398453744551	1.6017436934870801	10	39314578	39321367	-1	protein_coding	smtlb	somatolactin beta [Source:ZFIN;Acc:ZDB-GENE-060123-1]	3	3	3	3	4	8	7	12	9	8	13	3.306287476598869	2.8230820972950665	2.498508083643105	3.0129531841190578	3.6745910472360115	7.932780871205184	7.052374656334107	10.33437756156309	9.96353915215886	8.131514853493776	11.899185606853258
ENSDARG00000092947	7.750508106182286e-4	0.04947398453744551	0.41792734178395996	19	5362420	5364649	-1	protein_coding	cyt1	type I cytokeratin, enveloping layer [Source:ZFIN;Acc:ZDB-GENE-991008-6]	6124	5555	7985	6911	6937	8354	7430	11347	9745	6746	8762	6749.234835563824	5227.407016824698	6650.195682630065	6940.839818482269	6372.659523669053	8283.806424756012	7485.591956651774	9772.015182588031	10788.298781976455	6856.8999002086275	8020.051099019096
ENSDARG00000069421	7.754578433756168e-4	0.04947398453744551	-0.16944348880962015	21	30410334	30415524	-1	protein_coding	grpel2	GrpE-like 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-091204-188]	691	891	926	710	811	692	687	790	626	658	730	761.5482154432729	838.4553828966348	771.2061618178385	713.065586908177	745.0233348271013	686.1855453592484	692.1401984145045	680.3465228029033	693.0195010279385	668.8170966998631	668.1850379232983
ENSDARG00000083189	7.762870057021073e-4	0.04947398453744551	0.447477731149718	22	34960346	34979177	-1	protein_coding	arhgap19	Rho GTPase activating protein 19 [Source:ZFIN;Acc:ZDB-GENE-100922-157]	75	107	76	74	101	129	112	142	82	108	121	82.65718691497172	100.68992813685736	63.29553811895867	74.31951187493675	92.78342394270929	127.91609154818359	112.83799450134572	122.29013447849655	90.77891227522517	109.77545052216598	110.7539583407111
ENSDARG00000092115	7.795027001312604e-4	0.04953281128334083	0.2259625814249027	7	26510827	26518086	-1	protein_coding	eif4a1a	eukaryotic translation initiation factor 4A1A [Source:ZFIN;Acc:ZDB-GENE-031030-2]	2463	2626	3202	2725	2592	3232	2924	3171	3169	2859	3180	2714.4620182876715	2471.137862498948	2666.7409612750744	2736.765808908144	2381.1349986089353	3204.843471966894	2945.877642160133	2730.8592706430463	3508.2728414657145	2906.0001207673386	2910.7238638302583
ENSDARG00000039133	7.854680781888597e-4	0.049765506830704735	0.38414348028217105	25	31633322	31702970	-1	protein_coding	lamb4	laminin, beta 4 [Source:NCBI gene;Acc:286831]	299	389	552	465	410	561	506	763	383	532	484	329.5266518343539	366.05964528259364	459.72548739033135	467.00774353845395	376.6455823416912	556.2862585932635	509.78593944357976	657.0941732893864	424.0039439196493	540.7457377573361	443.0158333628444
