Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count
ENSDARG00000041381	4.07092037123127e-4	0.03012083264902876	0.44572693407645037	18	15569627	15610856	-1	protein_coding	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:ZFIN;Acc:ZDB-GENE-000509-2]	124	142	131	158	146	179	187	192	151	178	166	136.65988236608658	133.62588593863313	109.10151965241559	158.68220103027036	134.12257322411443	164.53002759487305	185.6321414567802	183.4751548946807	174.61452664171617	188.11810002102575	200.70042112926137
ENSDARG00000095245	4.09209437906832e-4	0.03017919604562886	-1.6148871029193905	24	5826005	5838323	1	protein_coding	si:ch211-157j23.2	si:ch211-157j23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5686]	11	17	7	29	10	4	6	6	6	1	4	12.12305408086252	15.997465218005376	5.829852195167246	29.125214113150893	9.186477618090029	3.676648661337945	5.956111490591878	5.733598590458772	6.938325561922496	1.0568432585450884	4.836154726006298
ENSDARG00000101778	4.165876640965185e-4	0.030623911941593585	0.386059515918537	25	12798270	12809361	-1	protein_coding	ca5a	carbonic anhydrase Va [Source:ZFIN;Acc:ZDB-GENE-080220-57]	495	491	626	668	611	711	762	817	529	699	651	545.5374336388134	462.0444365906259	521.355353453528	670.8842423305102	561.2937824653008	653.5242995528197	756.4261593051685	780.7250080674695	611.7290370428334	738.7334377230169	787.084181657525
ENSDARG00000051785	4.2544818726572814e-4	0.031070065729053038	0.45261477098629044	5	1965296	1991634	1	protein_coding	dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:NCBI gene;Acc:796505]	60	85	78	69	79	118	86	99	73	98	85	66.12574953197738	79.98732609002688	64.96121017472073	69.29792323473833	72.57317318291123	108.46113550946937	85.37093136515026	94.60437674256974	84.41629433672371	103.57063933741867	102.76828792763384
ENSDARG00000032571	4.2622032289487885e-4	0.031070065729053038	-0.4830508785405215	20	2589414	2609270	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]	173	249	271	336	236	182	146	147	149	193	172	190.66257781720145	234.31581407549052	225.6985635557605	337.45075662133445	216.8008717869247	167.2875140908765	144.93204627106903	140.47316546623992	172.30175145440865	203.97074889920208	207.95465321827083
ENSDARG00000031929	4.279794180252687e-4	0.031070065729053038	-0.35856866539270166	14	33270387	33278084	-1	protein_coding	stard14	START domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-040426-963]	382	404	509	497	458	310	269	369	311	355	307	421.0006053535893	380.17505576906893	423.91353819144683	499.1459108357239	420.7406749085233	284.94027125369075	267.03233182820253	352.6163133132145	359.63654162631605	375.1793567835064	371.1748752209834
ENSDARG00000044550	4.2812813441310153e-4	0.031070065729053038	0.4006766613971625	21	27327442	27338639	-1	protein_coding	hif1al2	hypoxia inducible factor 1 subunit alpha, like 2 [Source:ZFIN;Acc:ZDB-GENE-050211-2]	83	84	103	102	98	143	125	110	83	115	108	91.47395351923538	79.04629872426186	85.78211087174661	102.44040826004796	90.02748065728228	131.44018964283154	124.08565605399747	105.11597415841082	95.9801702732612	121.53697473268518	130.57617760217005
ENSDARG00000039392	4.344626468530113e-4	0.031429359946707494	0.21288010923789438	4	8045564	8155571	-1	protein_coding	wnk1b	WNK lysine deficient protein kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2656]	1687	2096	2142	2010	2028	2425	2395	2282	1794	2073	1779	1859.2356576740974	1972.3933586434864	1783.9347717211772	2018.6786333597686	1863.0176609486577	2228.968250936129	2377.4811699945913	2180.6786639044863	2074.5593430148265	2190.8360749639683	2150.8798143913014
ENSDARG00000036135	4.3698738508535717e-4	0.03151164588004409	0.3355847573592273	7	34296789	34315291	1	protein_coding	bbox1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:ZFIN;Acc:ZDB-GENE-050417-218]	218	295	341	254	336	418	379	340	257	349	262	240.25688996618447	277.6030729006815	283.997085507433	255.09670292208023	308.66564796782495	384.20978510981524	376.22770915572033	324.9039201259971	297.1916115690136	368.8382972322359	316.76813455341255
ENSDARG00000029290	4.5082373182363407e-4	0.03240652236827167	-0.38644375412174614	20	26538137	26541177	1	protein_coding	stx11b.1	syntaxin 11b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1893]	239	311	342	287	321	194	193	217	212	252	184	263.40090230237655	292.6595107529219	284.829921535314	288.23918794738984	294.8859315406899	178.31746007489033	191.5882529473721	207.36514902159226	245.15416985459487	266.3245011533623	222.46311739628973
ENSDARG00000093347	4.5409443502545955e-4	0.03253865959496313	-0.8606030274462374	1	45138905	45146834	-1	protein_coding	si:ch211-239f4.6	si:ch211-239f4.6 [Source:ZFIN;Acc:ZDB-GENE-061009-18]	24	50	40	44	29	14	13	17	21	26	21	26.450299812790952	47.051368288251105	33.3134411152414	44.18998003374618	26.640785092461083	12.868270314682807	12.904908229615737	16.245196006299857	24.284139466728735	27.4779247221723	25.389812311533067
ENSDARG00000095475	4.574418987339205e-4	0.032675448835663534	-0.9113528168180273	9	41249457	41266843	1	unprocessed_pseudogene	BX649377.1	NA	14	47	41	39	31	13	22	9	16	22	17	15.429341557461388	44.22828619095604	34.14627714312244	39.16839139354775	28.47808061607909	11.949108149348321	21.839075465503555	8.600397885688158	18.50220149845999	23.250551687991948	20.553657585526768
ENSDARG00000097706	4.628737670707048e-4	0.03295980444831053	-0.3488540589108293	17	22687170	22689640	-1	antisense	birc6-as2	birc6 antisense RNA 2 [Source:ZFIN;Acc:ZDB-GENE-131127-227]	219	246	268	186	224	167	166	187	171	149	145	241.35898579171743	231.49273197819545	223.2000554721174	186.8030974153816	205.77709864521665	153.5000816108592	164.78575123970865	178.69715606929842	197.74227851479114	157.4696455232182	175.3106088177283
ENSDARG00000054879	4.6761471974167624e-4	0.03319333862166305	-0.28695600548579464	12	25600685	25603341	1	protein_coding	six3b	SIX homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-990415-128]	402	534	555	427	471	406	364	398	344	355	285	443.04252186424844	502.50861331852184	462.22399547397447	428.8436698729459	432.68309581204034	373.17983912580144	361.3374304292406	380.3287065004319	397.7973322168898	375.1793567835064	344.5760242279488
ENSDARG00000098387	4.721727346648932e-4	0.03341247248571043	-0.26360677548399436	16	46596206	46619967	-1	protein_coding	tmem176l.3a	transmembrane protein 176l.3a [Source:ZFIN;Acc:ZDB-GENE-080829-13]	608	713	876	807	797	610	592	545	565	593	554	670.0742619240374	670.9525117904608	729.5643604237868	810.4844065280265	732.1622661617753	560.6889208540366	587.669667071732	520.8018719666718	653.3589904143683	626.7080523172375	669.8074295518724
ENSDARG00000043818	4.7748798291851336e-4	0.033683663142838605	0.5622253334180206	12	20699534	20785149	1	protein_coding	CASKIN2	si:ch211-119c20.2 [Source:ZFIN;Acc:ZDB-GENE-041001-137]	45	51	59	55	66	88	95	77	49	65	75	49.594312148983036	47.99239565401613	49.13732564498107	55.23747504218272	60.63075227939419	80.88627054943478	94.30509860103807	73.58118191088758	56.66299208903372	68.69481180543075	90.67790111261809
ENSDARG00000019507	4.8424761913766305e-4	0.03405475129632203	-0.320110314369911	3	25999477	26011440	1	protein_coding	mcm5	minichromosome maintenance complex component 5 [Source:ZFIN;Acc:ZDB-GENE-021209-1]	445	422	516	477	472	377	330	313	305	393	334	490.43264236216555	397.11354835283936	429.7433903866141	479.0595562749302	433.6017435738494	346.5241363311013	327.5861319825533	299.10272646893264	352.69821606439353	415.33940060821976	403.81891962152594
ENSDARG00000012789	4.923009131477369e-4	0.03451424457453964	0.7449639604376661	13	33123484	33134611	-1	protein_coding	plek2	pleckstrin 2 [Source:ZFIN;Acc:ZDB-GENE-080219-2]	50	51	73	69	32	61	84	145	66	90	64	55.104791276647816	47.99239565401613	60.797030035315565	69.29792323473833	29.396728377888092	56.06889208540366	83.38556086828629	138.561965936087	76.32158118114747	95.11589326905796	77.37847561610077
ENSDARG00000044545	4.95500430410627e-4	0.03463166854393044	-0.15798195059339437	21	27197711	27201495	-1	protein_coding	zgc:77262	zgc:77262 [Source:ZFIN;Acc:ZDB-GENE-040426-1811]	751	928	1018	875	922	824	787	853	680	682	607	827.6739649752502	873.2733954299406	847.8270763828937	878.7780120347252	846.9932363879007	757.3896242356167	781.243290515968	815.1265996102221	786.3435636845496	720.7671023277503	733.8864796714557
ENSDARG00000057241	5.000602713904223e-4	0.03484315663997988	-0.30897969333150443	24	26932472	26937526	1	protein_coding	tnfsf10	TNF superfamily member 10 [Source:ZFIN;Acc:ZDB-GENE-040718-335]	244	263	279	298	263	239	237	191	199	190	146	268.91138143004133	247.49019719620082	232.3612517788088	299.2866829558264	241.60436135576776	219.6797575149422	235.26640387837918	182.51955512960424	230.1211311370961	200.80021912356682	176.51964749922988
ENSDARG00000030270	5.028631918044521e-4	0.03488354832127524	-0.24137105480539658	25	31405266	31418457	1	protein_coding	tnnt3a	troponin T type 3a (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-000322-3]	2317	2417	3209	2198	2618	2338	1854	2139	1849	2029	1639	2553.5560277598597	2274.4631430540585	2672.570813470242	2207.4903662312295	2405.0198404159696	2149.001142552029	1840.4384505928904	2044.0278974985524	2138.1606606657824	2144.3349715879845	1981.6143989810807
ENSDARG00000006202	5.037113735143421e-4	0.03488354832127524	0.289801102468128	6	7466223	7531427	1	protein_coding	erbb3a	erb-b2 receptor tyrosine kinase 3a [Source:ZFIN;Acc:ZDB-GENE-030916-3]	681	718	987	859	870	1071	984	918	808	1029	724	750.5272571879433	675.6576486192859	822.0091595185817	862.7089283860902	799.2235527738325	984.4226790732348	976.802284457068	877.2405843401922	934.3611756722295	1087.491713042896	875.34400540714
ENSDARG00000018399	5.112841202853911e-4	0.03522907450437861	0.3158670974512031	10	28172344	28193642	-1	protein_coding	rps6kb1a	ribosomal protein S6 kinase b, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-091113-52]	187	209	235	245	228	257	286	274	215	256	225	206.09191937466284	196.67471944488963	195.71646655204324	246.05784336972306	209.45168969245265	236.22467649096296	283.9079810515462	261.8343356309506	248.62333263555612	270.55187418754264	272.03370333785426
ENSDARG00000089237	5.118025351725707e-4	0.03522907450437861	0.7481244557242789	16	50183190	50203058	-1	protein_coding	vsig10l	V-set and immunoglobulin domain containing 10 like [Source:ZFIN;Acc:ZDB-GENE-131127-231]	22	24	19	17	19	39	31	30	39	25	23	24.24610816172504	22.584656778360532	15.823884529739667	17.07340137667466	17.454307474371056	35.847324448044965	30.77324270139137	28.66799295229386	45.09911615249623	26.42108146362721	27.807889674536217
ENSDARG00000079939	5.186230093371843e-4	0.0355710041411552	0.1707633581401239	12	8581875	8817999	-1	protein_coding	jmjd1cb	jumonji domain containing 1Cb [Source:ZFIN;Acc:ZDB-GENE-121214-344]	2166	2686	2964	2434	2750	2995	3028	2935	2226	2670	2255	2387.1395581043835	2527.5995044448496	2468.525986639388	2444.5093500485955	2526.2813449747578	2752.890685176786	3005.8509322520345	2804.685310499416	2574.118783473246	2821.771500315386	2726.3822267860505
ENSDARG00000013946	5.20996651734814e-4	0.0355710041411552	0.1579841103085342	2	23379401	23391266	-1	protein_coding	ivns1abpb	influenza virus NS1A binding protein b [Source:NCBI gene;Acc:334334]	912	1138	1210	975	1091	1239	1054	1198	996	1155	893	1005.1113928860561	1070.8891422405952	1007.7315937360524	979.2097848386937	1002.2447081336221	1138.8419228494283	1046.2902518473065	1144.8085185616014	1151.7620432791343	1220.653963619577	1079.6715425809061
ENSDARG00000045015	5.21467945366704e-4	0.0355710041411552	-0.7936537443301789	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	84	71	77	43	95	48	31	47	28	32	49	92.57604934476834	66.81294296931657	64.1283741468397	43.185662305706494	87.27153737185527	44.11978393605534	30.77324270139137	44.913188958593715	32.37885262230498	33.81898427344283	59.24289539357716
ENSDARG00000012881	5.301861427603876e-4	0.03605741985868923	0.494399731346362	3	20065861	20092124	-1	protein_coding	slc4a1a	solute carrier family 4 member 1a (Diego blood group) [Source:ZFIN;Acc:ZDB-GENE-010525-1]	837	490	925	707	828	913	942	1071	865	961	1087	922.4542059710844	461.10340922486085	770.3733257899574	710.052633724058	760.6403467778543	839.195056950386	935.1095040229249	1023.4473483968909	1000.2752685104932	1015.62637146183	1314.2250467922115
ENSDARG00000041607	5.369514852277727e-4	0.03640851637895181	0.24899948716875583	14	6972868	6987649	-1	protein_coding	eif4ebp3l	eukaryotic translation initiation factor 4E binding protein 3, like [Source:NCBI gene;Acc:324490]	2298	2933	3741	2966	2888	3765	3278	3456	2984	3342	2502	2532.6162070747337	2760.03326378881	3115.6395803029523	2978.8063813657086	2653.0547361044005	3460.6455524843404	3254.0222443600296	3302.552788104253	3450.660579462788	3531.9701700576857	3025.0147811169395
ENSDARG00000071014	5.413946122419108e-4	0.036600531598437513	-0.27472943226129826	19	7575141	7591062	1	protein_coding	s100u	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]	586	695	882	778	727	626	539	557	507	562	527	645.8281537623124	654.0140192066904	734.561376591073	781.3591924148757	667.856922835145	575.3955154993884	535.0573489048371	532.2690691475893	586.2885099824509	593.9459113023397	637.1633851513299
ENSDARG00000090142	5.476672913976229e-4	0.03677781486812896	0.5512354226861447	12	532019	540211	1	protein_coding	si:dkey-94l16.4	si:dkey-94l16.4 [Source:ZFIN;Acc:ZDB-GENE-121214-291]	92	89	93	109	130	123	152	134	112	141	161	101.39281594903198	83.75143555308696	77.45375059293626	109.47063235632577	119.42420903517038	113.0569463361418	150.88815776166092	128.0503685202459	129.51541048921993	149.01489945485747	194.6552277217535
ENSDARG00000028119	5.480476414373607e-4	0.03677781486812896	-0.20157723122186844	6	11070261	11073880	-1	protein_coding	sumo3a	small ubiquitin like modifier 3a [Source:NCBI gene;Acc:406398]	1616	2028	2247	1525	1961	1777	1521	1621	1272	1434	1327	1780.9868540612574	1908.4034977714648	1871.3825546486858	1531.584535260521	1801.4682609074546	1633.351167799382	1509.8742628650411	1549.027219188945	1470.9250191275692	1515.513232753657	1604.3943303525896
ENSDARG00000016904	5.488742786835005e-4	0.03677781486812896	0.16889422002189525	5	61508418	61554010	1	protein_coding	bckdk	branched chain ketoacid dehydrogenase kinase [Source:ZFIN;Acc:ZDB-GENE-021204-1]	1037	1107	1475	1054	1223	1376	1286	1284	1155	1158	1014	1142.8733710776758	1041.7172939018794	1228.4331411245269	1058.550885353829	1123.5062126924106	1264.767139500253	1276.5932294835259	1226.9900983581772	1335.6276706700805	1223.8244933952124	1225.9652230425966
ENSDARG00000104719	5.564729046617276e-4	0.037177300086444535	0.28186161229748646	3	36713477	36743962	1	protein_coding	abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-15]	442	525	549	466	576	647	687	578	478	562	476	487.1263548855667	494.0393670266366	457.22697930668824	468.0120612664936	529.1411108019856	594.6979209714126	681.9747656727701	552.336664214195	552.7532697664922	593.9459113023397	575.5024123947495
ENSDARG00000038729	5.628585114584897e-4	0.037493639553605844	0.5178208015560049	21	7863243	7882905	-1	protein_coding	s100z	S100 calcium binding protein Z [Source:ZFIN;Acc:ZDB-GENE-050522-69]	64	51	75	60	70	99	81	86	90	93	56	70.5341328341092	47.99239565401613	62.46270209107763	60.259063682381154	64.30534332663021	90.99705436811414	80.40750512299036	82.18157979657573	104.07488342883744	98.28642304469322	67.70616616408817
ENSDARG00000016858	5.655169863713788e-4	0.037560579957385584	-0.26990456623320697	21	3419459	3452683	-1	protein_coding	smad7	SMAD family member 7 [Source:ZFIN;Acc:ZDB-GENE-030128-3]	358	431	509	384	409	298	329	361	344	292	273	394.5503055407984	405.5827946447245	423.91353819144683	385.6580075672394	375.7269345798822	273.9103252696769	326.5934467341213	344.9715151926028	397.7973322168898	308.5982314951658	330.06756004992985
ENSDARG00000101126	5.754421593927412e-4	0.038108363412845826	-0.7573195550801579	6	18544791	18566524	1	protein_coding	atad5b	ATPase family AAA domain containing 5b [Source:ZFIN;Acc:ZDB-GENE-030131-338]	17	39	39	29	39	17	13	19	15	17	24	18.735629034060256	36.700067264835866	32.48060508736037	29.125214113150893	35.82726271055111	15.625756810686266	12.904908229615737	18.15639553645278	17.345813904806242	17.966335395266505	29.01692835603779
ENSDARG00000105209	5.824938984553479e-4	0.038456987265421474	0.15862195747335783	24	39227519	39335218	1	protein_coding	NA	si:ch73-103b11.2 [Source:ZFIN;Acc:ZDB-GENE-080917-14]	1065	1400	1488	1376	1422	1537	1408	1555	1258	1390	1140	1173.7320541925985	1317.438312071031	1239.2600094869802	1381.9411937826078	1306.3171172924021	1412.7522481191054	1397.7008297922275	1485.9576346938984	1454.7355928164168	1469.0121293776729	1378.3040969117951
ENSDARG00000013670	5.840924766264763e-4	0.038456987265421474	-0.22528123363712668	10	29770120	29791466	1	protein_coding	hyou1	hypoxia up-regulated 1 [Source:NCBI gene;Acc:327133]	382	477	492	434	485	413	396	380	297	349	304	421.0006053535893	448.87005346991555	409.75532571746925	435.8738939692237	445.5441644773664	379.6139742831428	393.103358379064	363.1279107290556	343.44711531516356	368.8382972322359	367.5477591764787
ENSDARG00000095011	5.908775794906894e-4	0.038791283867430665	0.8282012742679559	13	28701233	28705171	1	protein_coding	si:ch211-67n3.9	si:ch211-67n3.9 [Source:ZFIN;Acc:ZDB-GENE-060526-179]	14	25	17	15	18	28	34	45	19	31	18	15.429341557461388	23.525684144125552	14.158212473977596	15.064765920595288	16.53565971256205	25.736540629365614	33.75129844668731	43.001989428440794	21.971364279421238	32.76214101489774	21.762696267028343
ENSDARG00000090255	5.927383107079985e-4	0.03880129892718209	1.0377877608012303	7	69242104	69298271	-1	protein_coding	phlpp2	PH domain and leucine rich repeat protein phosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-070719-3]	11	11	16	18	9	22	33	29	21	20	22	12.12305408086252	10.351301023415244	13.325376446096561	18.077719104714348	8.267829856281026	20.221567637358696	32.75861319825533	27.7123931872174	24.284139466728735	21.13686517090177	26.59885099303464
ENSDARG00000068421	6.090415868335527e-4	0.039753964496908475	0.5268376726047785	18	36806545	36865386	1	protein_coding	ttc9b	tetratricopeptide repeat domain 9B [Source:ZFIN;Acc:ZDB-GENE-050419-67]	56	67	78	68	86	127	81	115	71	82	88	61.71736622984555	63.048833506256486	64.96121017472073	68.29360550669864	79.00370751557425	116.73359499747976	80.40750512299036	109.89397298379313	82.1035191494162	86.66114720069726	106.39540397213857
ENSDARG00000117419	6.207843161601405e-4	0.04040434309907619	-0.4295562416761842	15	2918257	2931021	-1	lincRNA	CABZ01086029.1	uncharacterized LOC110437884 [Source:NCBI gene;Acc:110437884]	114	117	151	118	149	96	89	87	79	104	74	125.63892411075702	110.10020179450758	125.7582402100363	118.50949190868293	136.87851650954144	88.23956787211068	88.34898711044619	83.1371795616522	91.3546198986462	109.9116988886892	89.46886243111652
ENSDARG00000059610	6.323453985181176e-4	0.041039216363825834	0.17902520759799917	3	45687266	45717575	1	protein_coding	gpr146	G protein-coupled receptor 146 [Source:ZFIN;Acc:ZDB-GENE-050823-3]	1183	1262	1691	1342	1347	1652	1342	1507	1362	1415	1202	1303.7793616054873	1187.576535595458	1408.3257231468303	1347.7943910292586	1237.4185351567269	1518.4558971325712	1332.1836033957168	1440.0888459702282	1574.9999025564066	1495.4332108413003	1453.2644951648927
ENSDARG00000094678	6.363869421571009e-4	0.04114423355359825	-0.7508694090012041	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]	28	37	41	45	37	20	15	16	21	25	25	30.858683114922776	34.81801253330582	34.14627714312244	45.19429776178587	33.98996718693311	18.383243306689725	14.890278726479696	15.289596241223393	24.284139466728735	26.42108146362721	30.225967037539366
ENSDARG00000037495	6.375861858184717e-4	0.04114423355359825	0.3320462973567918	14	17197132	17200874	1	protein_coding	rtn4rl2b	reticulon 4 receptor-like 2b [Source:ZFIN;Acc:ZDB-GENE-040310-2]	165	171	207	156	186	227	214	236	203	167	178	181.8458112129378	160.9156795458188	172.39705777137425	156.673565574191	170.86848369647453	208.64981153092836	212.43464316444366	225.52154455804504	234.74668151171113	176.49282417702977	215.20888530728027
ENSDARG00000093186	6.43205565903373e-4	0.04129244374862999	-2.163556780478028	3	16780455	16784281	-1	protein_coding	si:dkey-30j10.5	si:dkey-30j10.5 [Source:ZFIN;Acc:ZDB-GENE-091118-81]	5	17	12	16	3	2	3	2	4	2	0	5.510479127664782	15.997465218005376	9.99403233457242	16.069083648634976	2.7559432854270085	1.8383243306689725	2.978055745295939	1.911199530152924	4.625550374614997	2.113686517090177	0
ENSDARG00000101512	6.435186038747531e-4	0.04129244374862999	0.3804794911353086	17	3993772	4017948	1	protein_coding	tmx4	thioredoxin-related transmembrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-050706-155]	72	96	121	109	87	145	124	134	89	97	106	79.35089943837285	90.33862711344213	100.77315937360524	109.47063235632577	79.92235527738325	133.2785139735005	123.09297080556549	128.0503685202459	102.91849583518369	102.51379607887358	128.1581002391669
ENSDARG00000039218	6.650538281730248e-4	0.042554078047747204	0.6597868627371222	14	31890001	31893996	-1	protein_coding	gpr101	G protein-coupled receptor 101 [Source:ZFIN;Acc:ZDB-GENE-070914-1]	37	42	41	42	54	74	65	64	52	63	58	40.77754554471938	39.52314936213093	34.14627714312244	42.181344577666806	49.60697913768615	68.01800023475198	64.52454114807868	61.15838496489357	60.13215486999497	66.58112528834057	70.12424352709132
ENSDARG00000021566	6.704745764807309e-4	0.042780421361684834	0.49432727193502796	14	49602	58161	1	protein_coding	OTOP1	otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]	60	86	95	79	84	142	137	79	78	109	82	66.12574953197738	80.9283534557919	79.11942264869833	79.34110051513518	77.16641199195624	130.52102747749706	135.99787903518123	75.49238144104051	90.19823230499246	115.19591518141465	99.14117188312912
ENSDARG00000059841	6.796062015286519e-4	0.043241610273734805	0.327211686488167	1	54700657	54706039	-1	protein_coding	exosc1	exosome component 1 [Source:ZFIN;Acc:ZDB-GENE-080926-3]	442	647	627	672	672	810	741	710	613	756	592	487.1263548855667	608.8447056499693	522.188189481409	674.9015132426689	617.3312959356499	744.5213539209338	735.579769088097	678.475833204288	708.8655949097483	798.9735034600869	715.7508994489322
ENSDARG00000035890	6.871690197573411e-4	0.043514842474257596	-0.2573169140988324	19	32495419	32500373	-1	protein_coding	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]	785	974	1224	910	937	808	768	753	717	776	599	865.1452230433707	916.5606542551316	1019.3912981263869	913.9291325161142	860.7729528150358	742.6830295902648	762.3822707957604	719.5666231025759	829.1299046497384	820.1103686309887	724.2141702194432
ENSDARG00000069185	6.890789015274786e-4	0.043514842474257596	0.20364228446065877	4	28190013	28335184	-1	protein_coding	celsr1a	cadherin EGF LAG seven-pass G-type receptor 1a [Source:ZFIN;Acc:ZDB-GENE-030616-78]	553	593	680	616	609	696	708	663	593	686	524	609.4589915197248	558.0292278986582	566.3284989591039	618.6597204724466	559.4564869416828	639.7368670728024	702.8211558898416	633.5626442456943	685.7378430366734	724.9944753619307	633.5362691068251
ENSDARG00000054033	6.896475144500434e-4	0.043514842474257596	-0.33468620327317333	12	27141140	27142834	1	protein_coding	hoxb1b	homeobox B1b [Source:NCBI gene;Acc:30374]	127	153	171	124	164	109	102	123	108	109	92	139.96616984268545	143.9771869620484	142.414960767657	124.53539827692106	150.65823293667648	100.188676021459	101.25389534006193	117.53877110440483	124.88986011460493	115.19591518141465	111.23155869814487
ENSDARG00000055290	7.047498467482259e-4	0.0443445783071633	-0.4875342632324091	8	29710110	29713621	-1	protein_coding	mpeg1.1	macrophage expressed 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7347]	130	226	283	205	182	166	112	124	159	146	89	143.2724573192843	212.672184662895	235.69259589033294	205.88513424813561	167.19389264923853	152.58091944552473	111.18074782438173	118.4943708694813	183.86562739094614	154.2991157475829	107.60444265364013
ENSDARG00000045695	7.122197293472127e-4	0.04469080428762966	-0.23753439190305908	24	10413484	10416284	1	protein_coding	myca	MYC proto-oncogene, bHLH transcription factor a [Source:NCBI gene;Acc:30686]	877	1009	1158	825	1003	926	744	819	729	733	597	966.5380389924027	949.4966120569073	964.4241202862387	828.5621256327408	921.4037050944299	851.1441650997342	738.5578248333929	782.6362075976224	843.0065557735833	774.6661085135498	721.79609285644
ENSDARG00000056767	7.145295926685075e-4	0.04471223057152933	0.50471395439429	3	19621034	19649535	1	protein_coding	itgb3a	integrin beta 3a [Source:ZFIN;Acc:ZDB-GENE-071207-1]	111	162	194	168	176	281	221	170	167	249	174	122.33263663415815	152.44643325393358	161.5701894089208	168.72537831066722	161.68200607838452	258.28456845899063	219.38343990346752	162.45196006299855	193.11672814017615	263.15397137772703	210.37273058127397
ENSDARG00000061214	7.175848762283743e-4	0.04474099024208029	0.20530080243778986	2	30960351	30984508	1	protein_coding	lpin2	lipin 2 [Source:ZFIN;Acc:ZDB-GENE-060503-153]	1480	1449	1757	1606	1748	1993	1709	2028	1446	1702	1384	1631.1018217887754	1363.548652993517	1463.2929009869786	1612.9342712317357	1605.796287642137	1831.890195511631	1696.4990895702533	1937.956323575065	1672.1364604233215	1798.7472260437405	1673.3095351981792
ENSDARG00000022615	7.189285246911426e-4	0.04474099024208029	0.5613755098139306	2	944341	985417	-1	protein_coding	si:ch211-241e1.3	si:ch211-241e1.3 [Source:ZFIN;Acc:ZDB-GENE-030131-230]	66	59	97	79	79	92	85	154	97	106	82	72.73832448517511	55.520614580136304	80.7850947044604	79.34110051513518	72.57317318291123	84.56291921077273	84.37824611671827	147.16236382177516	112.1695965844137	112.02538540577937	99.14117188312912
ENSDARG00000097924	7.310061041637326e-4	0.04536831600021636	-0.7125858014444022	17	15157213	15169188	1	antisense	CU464134.1	NA	37	32	63	46	53	32	20	26	30	23	23	40.77754554471938	30.112875704480707	52.46866975650521	46.19861548982555	48.688331375877155	29.41318929070356	19.853704968639594	24.845593891988013	34.691627809612484	24.307394946537034	27.807889674536217
ENSDARG00000013076	7.383583511312993e-4	0.04557192042708069	-0.2891419176071087	2	21164930	21170517	-1	protein_coding	bmi1b	bmi1 polycomb ring finger oncogene 1b [Source:NCBI gene;Acc:394249]	272	328	345	219	263	255	230	246	185	211	161	299.7700645449641	308.65697597092725	287.3284296189571	219.94558244069123	241.60436135576776	234.386352160294	228.31760713935535	235.07754220880966	213.93170482594363	222.99392755301366	194.6552277217535
ENSDARG00000014244	7.399854279648739e-4	0.04557192042708069	-0.1541297090175859	14	31855592	31862720	-1	protein_coding	rbmx	RNA binding motif protein X-linked [Source:NCBI gene;Acc:321860]	1421	1643	1780	1516	1641	1493	1422	1338	1241	1310	1108	1566.0781680823309	1546.1079619519314	1482.4481296282424	1522.5456757081638	1507.5009771285738	1372.309112844388	1411.5984232702751	1278.592485672306	1435.077003724303	1384.464668694066	1339.6148591037447
